lien,name,tagline,price,dates
https://mapara.ma/huiles-vegetales/2157-jerraflore-jerrargan-cosmetique-100ml.html,JERRAFLORE,JERRARGAN COSMETIQUE 100ML,"97,00",2022-08-15 16:10:54.513520
https://mapara.ma/masques-baumes-huiles-capillaires/2148-jerraflore-jerra-capil-100ml-huile-de-soin-capillaire.html,JERRAFLORE,JERRA CAPIL 100ML HUILE DE SOIN CAPILLAIRE,"98,00",2022-08-15 16:10:54.514114
https://mapara.ma/diffuseurs-parfums-d-ambiance/2144-jerraflore-jerra-bkhor-1-pot-encens.html,JERRAFLORE,JERRA BKHOR 1 POT ENCENS,"61,00",2022-08-15 16:10:54.514671
https://mapara.ma/huiles-essentielles/2142-jerraflore-huile-essentielles-de-menthe-pouliot.html,JERRAFLORE,HUILE ESSENTIELLES DE MENTHE POULIOT,"61,00",2022-08-15 16:10:54.515223
https://mapara.ma/huiles-essentielles/2141-jerraflore-huile-essentielle-deucalyptus-10ml.html,JERRAFLORE,HUILE ESSENTIELLE D'EUCALYPTUS 10ML,"92,00",2022-08-15 16:10:54.515741
https://mapara.ma/huiles-essentielles/2140-jerraflore-huile-essentielle-de-ylang-ylang-10ml.html,JERRAFLORE,HUILE ESSENTIELLE DE YLANG-YLANG 10ML,"183,00",2022-08-15 16:10:54.516180
https://mapara.ma/huiles-essentielles/2138-jerraflore-huile-essentielle-de-verveine-10-ml.html,JERRAFLORE,HUILE ESSENTIELLE DE VERVEINE 10 ML,"102,00",2022-08-15 16:10:54.516628
https://mapara.ma/huiles-essentielles/2137-jerraflore-huile-essentielle-de-tea-tree-10ml.html,JERRAFLORE,HUILE ESSENTIELLE DE TEA TREE 10ML,"102,00",2022-08-15 16:10:54.517170
https://mapara.ma/huiles-essentielles/2136-jerraflore-huile-essentielle-de-romarin-10ml.html,JERRAFLORE,HUILE ESSENTIELLE DE ROMARIN 10ML,"76,00",2022-08-15 16:10:54.517690
https://mapara.ma/huiles-essentielles/2135-jerraflore-huile-essentielle-de-ravintsara-10ml.html,JERRAFLORE,HUILE ESSENTIELLE DE RAVINTSARA 10ML,"102,00",2022-08-15 16:10:55.597465
https://mapara.ma/huiles-essentielles/2134-jerraflore-huile-essentielle-de-lemon-grass-10ml.html,JERRAFLORE,HUILE ESSENTIELLE DE LEMON-GRASS 10ML,"106,00",2022-08-15 16:10:55.598464
https://mapara.ma/huiles-essentielles/2133-jerraflore-huile-essentielle-de-lavandin-10ml.html,JERRAFLORE,HUILE ESSENTIELLE DE LAVANDIN 10ML,"102,00",2022-08-15 16:10:55.599113
https://mapara.ma/huiles-essentielles/2132-jerraflore-huile-essentielle-de-geranium.html,JERRAFLORE,HUILE ESSENTIELLE DE GÉRANIUM,"182,00",2022-08-15 16:10:55.599552
https://mapara.ma/huiles-vegetales/3092-naturocal-huile-vegetale-sesame-pure-flacon-50-ml.html,NATUROCAL,HUILE VÉGÉTALE SÉSAME PURE - FLACON 50 ML,"86,00",2022-08-15 16:10:55.600030
https://mapara.ma/huiles-vegetales/3091-naturocal-huile-vegetale-ricin-pure-flacon-50-ml.html,NATUROCAL,HUILE VÉGÉTALE RICIN PURE - FLACON 50 ML,"53,00",2022-08-15 16:10:55.600595
https://mapara.ma/huiles-vegetales/3090-naturocal-huile-vegetale-nigelle-pure-flacon-50-ml.html,NATUROCAL,HUILE VÉGÉTALE NIGELLE PURE - FLACON 50 ML,"68,00",2022-08-15 16:10:55.601159
https://mapara.ma/huiles-vegetales/3089-naturocal-huile-vegetale-moringa-bio-pure-flacon-50-ml.html,NATUROCAL,HUILE VÉGÉTALE MORINGA BIO PURE- FLACON 50 ML,"147,00",2022-08-15 16:10:55.601666
https://mapara.ma/huiles-vegetales/3087-naturocal-huile-vegetale-dattier-du-desert-bio-pure-flacon-50-ml.html,NATUROCAL,HUILE VÉGÉTALE DATTIER DU DESERT BIO PURE- FLACON 50 ML,"136,00",2022-08-15 16:10:55.602119
https://mapara.ma/huiles-vegetales/3086-naturocal-huile-vegetale-d-hibiscus-bio-pure-flacon-50-ml.html,NATUROCAL,HUILE VÉGÉTALE D' HIBISCUS BIO PURE- FLACON 50 ML,"124,00",2022-08-15 16:10:55.602549
https://mapara.ma/huiles-vegetales/3085-naturocal-huile-vegetale-capillaire-pure-flacon-50-ml.html,NATUROCAL,HUILE VÉGÉTALE CAPILLAIRE PURE - FLACON 50 ML,"75,00",2022-08-15 16:10:55.603042
https://mapara.ma/huiles-vegetales/3084-naturocal-huile-vegetale-baobab-bio-pure-flacon-50-ml.html,NATUROCAL,HUILE VÉGÉTALE BAOBAB BIO PURE- FLACON 50 ML,"75,00",2022-08-15 16:10:55.603567
https://mapara.ma/huiles-vegetales/3082-naturocal-huile-vegetale-argan-bio-pure-flacon-50-ml.html,NATUROCAL,HUILE VÉGÉTALE ARGAN BIO PURE- FLACON 50 ML,"91,00",2022-08-15 16:10:55.604106
https://mapara.ma/huiles-vegetales/3081-naturocal-huile-vegetale-argan-bio-pure-flacon-100-ml.html,NATUROCAL,HUILE VÉGÉTALE ARGAN BIO PURE- FLACON 100 ML,"159,00",2022-08-15 16:10:55.604654
